0	65314	130
1	73072	293
2	75862	457
3	64782	522
4	62324	629
5	60608	736
6	59151	839
7	53583	871
8	49492	907
9	47933	978
10	46136	1037
11	43604	1072
12	45801	1222
13	46902	1351
14	45007	1391
15	45826	1514
16	45980	1618
17	46571	1739
18	47293	1868
19	48917	2038
20	49162	2155
21	49425	2274
22	50320	2426
23	51119	2577
24	50949	2681
25	50616	2776
26	50410	2877
27	49900	2960
28	48409	2980
29	48554	3099
30	48663	3216
31	49032	3352
32	48964	3459
33	49714	3627
34	48615	3659
35	49087	3808
36	48940	3910
37	48833	4016
38	48638	4114
39	48547	4221
40	48475	4330
41	48781	4473
42	49353	4643
43	48629	4692
44	47959	4743
45	48037	4867
46	48079	4988
47	47811	5077
48	48992	5322
49	49118	5457
50	49007	5566
51	49087	5697
52	49019	5812
53	48834	5912
54	48626	6010
55	48513	6118
56	48416	6229
57	48108	6312
58	48332	6466
59	48393	6599
60	48335	6716
61	48394	6850
62	48550	6999
63	48769	7158
64	48830	7296
65	48541	7381
66	48250	7466
67	48120	7574
68	47970	7679
69	47756	7774
70	47649	7885
71	47739	8030
72	47719	8158
73	47604	8269
74	47543	8390
75	47019	8428
76	46798	8518
77	46789	8648
78	46390	8705
79	45954	8753
80	45434	8783
81	45448	8915
82	45335	9023
83	45257	9138
84	45241	9266
85	45307	9411
86	45224	9526
87	45311	9678
88	45103	9767
89	45175	9916
90	44771	9961
91	44781	10097
92	44793	10235
93	44868	10388
94	44913	10535
95	44993	10691
96	44927	10813
97	44689	10894
98	44455	10975
99	44317	11079
100	44191	11186
101	44127	11308
102	44023	11421
103	43960	11545
104	43809	11645
105	43565	11720
106	43425	11823
107	43125	11881
108	43191	12040
109	43194	12183
110	43139	12309
111	43141	12453
112	42975	12548
113	42860	12658
114	42730	12763
115	42599	12868
116	42573	13005
117	42200	13035
118	42083	13144
119	41973	13254
120	41738	13325
121	41607	13428
122	41460	13526
123	41415	13658
124	41039	13679
125	40960	13799
126	40946	13941
127	40828	14048
128	40538	14095
129	40353	14178
130	40346	14323
131	40252	14438
132	40245	14584
133	39897	14607
134	39901	14758
135	39810	14874
136	39693	14980
137	39575	15086
138	39495	15207
139	39414	15327
140	39335	15449
141	39219	15556
142	39178	15693
143	39270	15884
144	39443	16110
145	39239	16183
146	39250	16345
147	39216	16488
148	39113	16603
149	38990	16710
150	38880	16822
151	38734	16918
152	38638	17036
153	38511	17140
154	38340	17225
155	38278	17358
156	38204	17487
157	38024	17566
158	37833	17640
159	37863	17818
160	37808	17956
161	37685	18062
162	37589	18181
163	37495	18301
164	37393	18417
165	37263	18520
166	37139	18625
167	37129	18788
168	37051	18917
169	36835	18975
170	36662	19055
171	36524	19152
172	36406	19261
173	36260	19353
174	36152	19466
175	36026	19569
176	35888	19666
177	35719	19745
178	35563	19831
179	35490	19963
180	35443	20110
181	35340	20226
182	35229	20337
183	35088	20431
184	34979	20543
185	34859	20649
186	34754	20763
187	34748	20938
188	34737	21110
189	34659	21243
190	34514	21334
191	34404	21447
192	34283	21552
193	34118	21630
194	34006	21741
195	33833	21813
196	33752	21944
197	33672	22076
198	33568	22193
199	33456	22304
200	33338	22411
201	33229	22524
202	33109	22630
203	32994	22739
204	32871	22843
205	32714	22922
206	32590	23024
207	32468	23128
208	32339	23226
209	32213	23327
210	32098	23435
211	31993	23550
212	31913	23685
213	31840	23824
214	31792	23984
215	31712	24119
216	31618	24244
217	31528	24373
218	31367	24446
219	31305	24597
220	31228	24736
221	31102	24836
222	30993	24951
223	30903	25080
224	30835	25228
225	30738	25353
226	30595	25439
227	30488	25556
228	30377	25669
229	30262	25779
230	30094	25842
231	29952	25929
232	29809	26013
233	29664	26096
234	29503	26163
235	29360	26246
236	29250	26359
237	29075	26412
238	28892	26456
239	28775	26561
240	28689	26695
241	28588	26815
242	28410	26862
243	28248	26924
244	28116	27013
245	28009	27127
246	27938	27275
247	27782	27341
248	27642	27422
249	27532	27532
250	27394	27615
251	27248	27688
252	27063	27720
253	26894	27769
254	26741	27832
255	26633	27943
256	26518	28045
257	26374	28117
258	26230	28189
259	26132	28310
260	26026	28421
261	25920	28534
262	25790	28620
263	25677	28723
264	25597	28864
265	25539	29032
266	25423	29133
267	25268	29189
268	25162	29301
269	25046	29402
270	24874	29436
271	24702	29469
272	24564	29542
273	24393	29574
274	24238	29624
275	24091	29683
276	23937	29733
277	23857	29876
278	23707	29929
279	23574	30004
280	23464	30107
281	23362	30220
282	23196	30251
283	23104	30377
284	23002	30492
285	22856	30546
286	22709	30599
287	22568	30658
288	22420	30708
289	22250	30726
290	22106	30779
291	21998	30882
292	21840	30914
293	21698	30967
294	21555	31018
295	21437	31104
296	21289	31147
297	21171	31232
298	21013	31259
299	20884	31327
300	20759	31400
301	20642	31484
302	20499	31530
303	20349	31562
304	20191	31581
305	20034	31601
306	19932	31706
307	19776	31724
308	19628	31755
