iter	RMSE
172	2.465669226
173	2.462859451
174	2.459915398
175	2.457068525
176	2.454723053
177	2.452380695
178	2.450163351
179	2.44805631
180	2.446073376
181	2.444098223
182	2.442185131
183	2.440689285
184	2.439002361
185	2.437466642
186	2.436121818
187	2.434644508
188	2.433544413
189	2.432103546
190	2.431030299
191	2.429862544
192	2.428642661
193	2.427762815
194	2.426731639
195	2.42599925
196	2.425099596
197	2.424393165
198	2.423714669
199	2.423011311
200	2.422100292
201	2.42113731
202	2.420456131
203	2.419751065
204	2.418999206
205	2.418587698
206	2.417996573
207	2.417376172
208	2.416794872
209	2.416125937
210	2.415522621
211	2.414916543
212	2.41463084
213	2.414224266
214	2.413766487
215	2.413370333
216	2.412867591
217	2.412427073
218	2.412201533
219	2.411867155
220	2.411497788
221	2.411334639
222	2.410963772
223	2.41051142
224	2.410256548
225	2.409995611
226	2.409776062
227	2.40950224
228	2.409041487
229	2.408585999
230	2.408369885
231	2.408225979
232	2.4081204
233	2.407954383
234	2.40780718
235	2.407655441
236	2.407377794
237	2.407313131
238	2.4072402
239	2.406994052
240	2.406873263
241	2.406580446
242	2.406537515
243	2.406452194
244	2.406311254
245	2.406111727
246	2.405989597
247	2.405915231
248	2.40584557
249	2.405626784
250	2.40548007
251	2.405365293
252	2.405341779
253	2.405311128
254	2.405287716
255	2.405078087
256	2.404881491
257	2.404836097
258	2.40479017
259	2.404719401
260	2.404639715
261	2.404366844
262	2.404302356
263	2.404146762
264	2.403896569
265	2.403782557
266	2.403647601
267	2.403632202
268	2.403434372
269	2.403327728
270	2.403320824
271	2.403314085
272	2.403283784
273	2.403278052
274	2.403248398
275	2.403226639
276	2.403221572
277	2.402944212
278	2.402937667
279	2.402907167
280	2.402896562
281	2.402865076
282	2.402861754
283	2.402757563
284	2.402512731
285	2.402509759
286	2.402506964
287	2.402501792
288	2.402497401
289	2.402495235
290	2.402479124
291	2.402370145
292	2.402368327
293	2.402366448
294	2.402364838
295	2.40229079
296	2.402289376
297	2.402285929
298	2.402284678
299	2.402280262
300	2.402273817
301	2.402269415
302	2.402266524
303	2.402265583
304	2.402264714
305	2.402263897
306	2.402247832
307	2.402247108
308	2.402244996
309	2.402242566
310	2.402241807
311	2.402239903
312	2.402239227
313	2.402233308
314	2.402231155
315	2.402229536
316	2.402229117
317	2.402228699
318	2.402228328
319	2.402227956
320	2.402226518
321	2.402220756
322	2.402220466
323	2.402213939
324	2.402149198
325	2.402148956
326	2.402148728
327	2.4021468
328	2.402146598
329	2.402146408
330	2.402146228
331	2.40214606
332	2.402145902
333	2.402144721
334	2.402144565
335	2.402144433
336	2.402144309
337	2.402144177
338	2.402013437
339	2.402013333
340	2.402013236
341	2.402013144
342	2.402009152
343	2.401974178
344	2.401973308
345	2.401973219
346	2.401973152
347	2.401973088
348	2.401973028
349	2.401972972
350	2.401972919
351	2.401972869
352	2.401972822
353	2.401972778
354	2.401972736
355	2.401972697
356	2.401971911
357	2.401971877
358	2.401971844
359	2.401971814
360	2.401971785
361	2.401971758
362	2.401971281
363	2.401971257
364	2.401868113
365	2.401868092
366	2.401867648
367	2.401867629
368	2.401867612
369	2.401867595
370	2.401867173
371	2.401867158
372	2.401866755
373	2.401866742
374	2.40186673
375	2.401866345
376	2.401866334
377	2.401866324
378	2.401866315
379	2.401866306
380	2.40186594
381	2.401865932
382	2.401865924
383	2.401865917
384	2.40186591
385	2.401865904
386	2.401865898
387	2.401865893
388	2.401865888
389	2.401865883
390	2.401865878
391	2.401865874
392	2.40186587
393	2.401865559
394	2.401865555
395	2.401865209
396	2.401865206
397	2.401865203
398	2.4018652
399	2.401865198
400	2.401865195
401	2.401864494
402	2.401864163
403	2.401863846
404	2.401863844
405	2.401863541
406	2.401863539
407	2.401863537
408	2.401863536
409	2.401863535
410	2.401863244
411	2.401863243
412	2.401863242
413	2.401862963
414	2.401862962
415	2.401862961
416	2.401862695
417	2.401862439
418	2.401862438
419	2.401862438
420	2.401862437
421	2.401862192
422	2.401861958
423	2.401861957
424	2.401861732
425	2.401861517
426	2.401861517
427	2.401861516
428	2.401861516
429	2.401861515
430	2.401861515
431	2.401861309
432	2.401861308
433	2.401861308
434	2.401861308
435	2.40186111
436	2.401860921
437	2.401688014
438	2.401688014
439	2.401688014
440	2.401688014
441	2.401688013
442	2.401688013
443	2.401687831
444	2.401687831
445	2.401687657
446	2.401687657
447	2.401687657
448	2.40168749
449	2.40168749
450	2.40168749
451	2.401687489
452	2.401687329
453	2.401687329
454	2.401687176
455	2.401687176
456	2.401687176
457	2.401687176
458	2.401687176
459	2.401687176
460	2.401687176
461	2.401687176
462	2.401687175
463	2.401687029
464	2.401687028
465	2.401687028
466	2.401686888
467	2.401686753
468	2.401686623
469	2.401686623
470	2.401686623
471	2.401686499
472	2.401686499
473	2.401686499
474	2.40168638
475	2.40168638
476	2.40168638
477	2.40168638
478	2.40168638
479	2.401686266
480	2.401686157
481	2.401686157
482	2.401686157
483	2.401686157
484	2.401686157
485	2.401686157
486	2.401686053
487	2.401686053
488	2.401686053
489	2.401686052
490	2.401685952
491	2.401685952
492	2.401685952
493	2.401685952
494	2.401685952
495	2.401685856
496	2.401685764
497	2.401685764
498	2.401685764
499	2.401685676
